内容,时间,分词,情感分值,情感类型
这个郑州大学吧真的是太恶心人了，我在这里面就混了几天，整个人的思维差点就被完全带偏离了，把恶的一面险些展露了出来。我奉劝各位，网络是网络，现实是现实，如果分不清网络与现实，把网络带到现实里面的话，还是赶紧退吧！还好我醒悟的早，不然我的人生都得被郑州大学吧毁掉了....,2023-02-12 09:13,郑州大学 真的 恶心 几天 思维 差点 偏离 险些 展露 奉劝 网络 网络 现实 现实 分不清 网络 现实 网络 带到 现实 赶紧 还好 醒悟 人生 郑州大学 毁掉,0.0021,neg
挣钱嘛 会有些要求的,2023-02-12 10:01,挣钱,0.1622,neg
宝龙电子厂是吧，我这里有历年真题，独家押题密卷,2023-02-12 11:55,宝龙 电子厂 历年 真题 独家 押题 密卷,0.8546,pos
这个郑州大学吧真的是太恶心人了，我在这里面就混了几天，整个人的思维差点就被完全带偏离了，把恶的一面险些展露了出来。我奉劝各位，网络是网络，现实是现实，如果分不清网络与现实，把网络带到现实里面的话，还是赶紧退吧！还好我醒悟的早，不然我的人生都得被郑州大学吧毁掉了....,2023-02-12 12:15,郑州大学 真的 恶心 几天 思维 差点 偏离 险些 展露 奉劝 网络 网络 现实 现实 分不清 网络 现实 网络 带到 现实 赶紧 还好 醒悟 人生 郑州大学 毁掉,0.0021,neg
问答题，原则上来讲，作为公司一员，我会配合公司要求，根据公司制度进行工作安排,2023-02-12 21:57,问答题 原则上 公司 一员 我会 配合 公司 公司 制度 工作 安排,0.7473,pos
这不是传说中河南理综？,2023-02-13 12:52,河南 理综,0.8301,pos
求购工程管理专业  建设工程项目管理的书籍和习题，有简答和大题的最好。有偿,2023-02-13 21:12,求购 工程 管理 专业 建设工程 项目管理 书籍 习题 简答 大题 有偿,0.9454,pos
想去大学找个工作  朋友们有推荐的吗,2023-02-13 21:19,大学 找个 工作 朋友 推荐,0.9398,pos
咱们学校哪里可以订花么，或者有同学卖么,2023-02-13 20:28,学校 订花 同学,0.4638,pos
周四晚上出发，周日晚上回来。（本人男）,2023-02-13 19:41,周四 晚上 出发 周日 晚上 回来,0.9484,pos
友友们！有没有机械方向就业群可以推荐吗,2023-02-13 19:16,友友 有没有 机械 方向 就业 推荐,0.8248,pos
郑州大学南校区研究生几人寝,2023-02-13 18:54,郑州大学 南校区 研究生 几人,0.5099,pos
校外人士现在可以进出学校吗？,2023-02-13 18:36,校外 人士 进出 学校,0.6651,pos
求求了,2023-02-13 14:57,求求,0.7164,pos
哥们被宽带搞怕了，和校园卡绑定还一学期600，真黑啊！,2023-02-13 17:28,哥们 宽带 搞怕 校园卡 绑定 学期 真黑,0.03,neg
不懂就问，郑带为啥还不能选课，今年选课系统为什么还不开,2023-02-02 12:21,郑带 为啥 选课 选课 系统 不开,0.0374,neg
就上过一周线下课的大一表示很迷茫，这选课是有啥要注意的,2023-02-02 19:51,一周 下课 迷茫 选课,0.6072,pos
2.6院选，2.8校院，教务系统上有了,2023-02-02 20:57,院选 校院 教务 系统,0.7426,pos
一学期选了8门院选修，好多也就去了一节课,2023-02-03 13:10,学期 门院 选修 好多 一节课,0.9003,pos
几号开学来着？,2023-02-03 13:57,几号 开学,0.8548,pos
什么选课,2023-02-03 17:09,选课,0.6685,pos
大一新生不懂，有无好心前辈介绍一下,2023-02-03 17:12,大一 新生 有无 好心 前辈 介绍,0.7648,pos
院选修有补选不?,2023-02-13 16:08,选修 补选,0.7769,pos
求求求，救救孩子,2022-12-25 16:48,求求 救救 孩子,0.6392,pos
没有的，老师从不外流,2022-12-25 20:25,老师 外流,0.7157,pos
学长是我们学校标本社团的吗？,2023-02-07 21:12,学长 学校 标本 社团,0.9561,pos
帮顶,2023-01-25 12:52,帮顶,0.9216,pos
河工大站C口向南100米有个洞钻就完事了,2023-01-29 23:35,河工 大站 口向南 完事,0.1125,neg
八年吧龄 从幼儿园就开始玩贴吧？,2023-02-08 00:11,八年 幼儿园 玩贴,0.6018,pos
这个东西22级新生也要选吗，我进去之后感觉选不上啊，假如选上了是要去别的学校上课吗？,2023-02-13 11:30,东西 级新生 感觉 选不上 选上 学校 上课,0.7296,pos
说的很清楚啊  去别的学校线下上课   大一有空可以试试,2023-02-13 12:09,学校 线下 上课 大一 有空 试试,0.8367,pos
你是不是在选课界面转圈圈？,2023-02-13 12:55,选课 界面 转圈圈,0.7911,pos
别选，外校生被恶心,2023-02-13 13:51,别选 外校 恶心,0.0224,neg
有没有一起报名文运法硕辅导班的研友呀？！,2021-05-31 16:43,有没有 报名 文运法 辅导班 研友,0.5573,pos
难道是研友？,2023-02-13 13:32,研友,0.4657,pos
丢车的宝宝请积极在下方留言。大家好，我现在大二，大一的时候买了一辆自行车代步，大一暑假放假的时候将车停在了图书馆东面专门停车的地方，回学校了之后发现车子不见了，奇怪的是，原来放车的地方周围其他的车好像也消失了一部分。我在周围找了六七遍，还是没找到。问了值班的保卫哥哥，说保卫处的在这个地方挪车挪了两次，不知道放到哪里了。接着，我就满学校的找，凡是放自行车的地方，我都找遍了，没有任何结果。给保卫处打电话，保卫处满口不知道搪塞。问了学校里面的居住的老师傅和工人，他们说车是保卫处的挪的，往年一般都会放在南操或其他地方，但今年好像都被变卖了，这让我吓了一跳，学校保卫处为什么这么干？是缺钱吗？我的车停在规定的地方，没挡道，没废弃，完好无损，咋地了，还侵犯我个人财产还假装不知道？我也想过可能是被偷了，但是，那么些人都看见了，这就说明问题了。保卫处自行挪车可不是一两回了，视别人的财产为垃圾？随处丢弃？南操那么多废弃自行车你咋不处理？保卫处那么多人没人想办法？郑大领导那么多一点法子也没有？私自清除自行车都已经遭到反对了，你们咋还不知道自己的问题呢？,2018-09-03 23:00,丢车 宝宝 下方 留言 大二 大一 一辆 自行车 代步 大一 暑假 放假 将车 图书馆 东面 停车 地方 学校 发现 车子 不见 奇怪的是 放车 地方 好像 消失 一部分 六七 找到 值班 保卫 哥哥 保卫处 地方 挪车 两次 放到 学校 自行车 地方 找遍 保卫处 打电话 保卫处 满口 搪塞 学校 居住 老师傅 工人 说车 保卫处 往年 放在 南操 地方 好像 变卖 吓了一跳 学校 保卫处 缺钱 地方 没挡 废弃 完好无损 侵犯 个人财产 假装 保卫处 自行 挪车 可不是 一两回 财产 垃圾 随处 丢弃 南操 废弃 自行车 保卫处 多人 没人 办法 郑大 领导 多一点 法子 私自 清除 自行车 反对,0.0026,neg
附议,2018-09-04 11:50,附议,0.4832,pos
我的也丢了，三年啊,2018-09-08 20:19,三年,0.8386,pos
录取通知书已经收到了,2022-07-25 15:50,录取 通知书 收到,0.8927,pos
新生群有知道在哪的吗,2022-07-25 16:34,新生 群有,0.9083,pos
恭喜,2022-07-25 19:50,恭喜,0.9011,pos
是您还是您儿子……?！真了不得！恭喜啊！,2022-07-28 00:13,儿子 了不得 恭喜,0.8012,pos
恭喜,2022-07-28 09:21,恭喜,0.9011,pos
那么快，多少收到,2023-02-13 13:11,收到,0.6239,pos
几号订单。几号收到的,2023-02-13 13:30,几号 订单 几号 收到,0.8139,pos
现在郑大能进去吗？毕业见面的老学长,2023-01-16 20:34,郑大能 毕业 见面 学长,0.9931,pos
中国人只粉中国，无理由无原则 支持对中国有利的事情。比如说打杀日本吧，虽然说不人道吧，但只要是个正宗的中国人都支持，就连一百多年前的 李鸿章都大力提倡要灭了日本~~~如果打到日本岛一定很多人抢着参军。比如暗戳戳的限韩令吧，虽然违反WTO，但WTO只是个工具，跟国策相比算条毛啊，绝大部分中国人都支持打压棒子啊！,2023-01-16 21:56,中国 只粉 中国 理由 无原则 支持 中国 事情 日本 不人道 正宗 中国 支持 一百多年 李鸿章 大力提倡 要灭 日本 日本 参军 戳戳 韩令 违反 工具 国策 相比 算条 绝大部分 中国 支持 打压 棒子,0.0054,neg
外人无法进入  需要走申请  通过郑州大学移动校园APP,2023-01-17 15:57,外人 申请 郑州大学 校园,0.8725,pos
可以开车带个在校生进去,2023-02-13 12:54,开车 带个 在校生,0.6458,pos
有已经返校的UU吗，打听一下需要什么步骤和证明，有偿。,2023-02-04 16:56,返校 打听一下 步骤 证明 有偿,0.6408,pos
能进就可以了,2023-02-05 08:30,能进,0.4192,pos
之前是系统申请返校要填14天体温检测还有核酸检测，现在应该不用了,2023-02-05 09:00,系统 申请 返校 体温 检测 核酸 检测 不用,0.3797,pos
要有手机，要长腿,2023-02-13 11:31,手机 要长,0.4599,pos
rt，想问问正常嘛？,2023-02-13 08:30,问问,0.3598,pos
我也没出，急死了,2023-02-13 10:37,没出 急死了,0.0433,neg
我的mooc智慧树都没出,2023-02-13 11:01,智慧 没出,0.7686,pos
b站不知道怎么回事，最近冒出来一大堆不知真假的“老中医”，还有很多这种狂吹中医的。在他们眼里中医已经是玄学甚至神学了。b站干脆叫中医站算了。真的害怕得病的人被打着中医旗号的骗子哄骗了，耽误治疗时间。,2023-02-12 23:06,怎么回事 冒出来 一大堆 不知真假 老中医 狂吹 中医 眼里 中医 玄学 神学 干脆 中医 算了 真的 害怕 得病 打着 中医 旗号 骗子 哄骗 耽误 治疗 时间,0.0021,neg
这种人才是对中医的伤害,2023-02-13 11:00,人才 中医 伤害,0.092,neg
自己买的是生活，你买的才是浪漫，有需要的同学可以联系哈，价格肯定优惠。。。#情人节礼物分享互助##情人节#,2023-02-13 10:48,生活 浪漫 同学 价格 肯定 优惠 情人节 礼物 分享 互助 情人节,0.9955,pos
医学院单身汉不多的是,2023-02-12 22:16,医学院 单身汉 不多,0.1354,neg
建议来商院找,2023-02-13 07:53,建议 商院,0.5087,pos
本人已经毕业 想情人节偷偷进去看看我男朋友给他个惊喜 没有码不知道能不能进去,2023-02-13 04:30,毕业 情人节 偷偷 男朋友 惊喜,0.9975,pos
这几天咳嗽打卡的时候填的有症状未感染，想着等几天咳嗽好了再去学校，谁知道院里到现在也不吭一声怎么延期返校，明天大部队就返校了我要是直接去还不知道能不能扫出来进校,2023-02-10 13:48,几天 咳嗽 打卡 症状 未感染 想着 几天 咳嗽 学校 院里 不吭一声 延期 返校 明天 部队 返校 扫出来 进校,0.0931,neg
急急国王就是me,2023-02-10 13:49,急急 国王,0.7354,pos
院里的意思是，放心来,2023-02-11 07:55,院里 放心,0.9769,pos
疫情早放开了，这学校还不敢跟gj对着干，你直接来,2023-02-11 08:19,疫情 放开 学校 对着干,0.3362,neg
没开放的时候学校里隐藏的小洋人都不知道多少个了，现在开放了你怕个der,2023-02-11 12:47,开放 学校 隐藏 洋人 开放,0.6619,pos
郑州等通知大学,2023-02-13 02:12,郑州 通知 大学,0.7969,pos
为什么会有人打着卖书的旗号骗钱？有认识它的人吗？不认识的uu避雷,2023-02-13 01:57,有人 打着 卖书 旗号 骗钱 避雷,0.0087,neg
真的很无语,2023-02-13 01:59,真的 很无语,0.0302,neg
今天不设立个纪念日有点说不过去。,2023-02-11 19:02,设立 纪念日 说不过去,0.4983,pos
吧里安静的像tsj,2023-02-13 00:13,安静,0.9311,pos
去年12月的因为疫情取消了，今年三月有吗？,2023-02-13 00:11,去年 疫情 取消 三月,0.1144,neg
🐭🐭的那两门一直没在教务系统里显示，本来我们学院校选课我还差3分，如果算上上学期那两门那就修满了，不用再修了，但是我的一直没出，新学期又开始选校选课了，不知道现在还要不要接着选，我那两门一个六十多一个七十多，不会因为分数太低两门挂了才一直不出现在教务系统里面吧,2023-02-12 20:35,两门 教务 系统 显示 本来 学院 选课 算上 学期 两门 修满 不用 再修 新学期 选校 选课 两门 一个六十多 七十多 分数 太低 两门 教务 系统,0.0144,neg
我的也没出，但是智慧树上显示是70分,2023-02-12 23:07,没出 智慧 树上 显示,0.5599,pos
有没有参加今年定向选调的,2023-02-12 20:46,有没有 参加 定向 选调,0.8717,pos
研究生才可以,2023-02-12 22:17,研究生,0.6601,pos
这不是郑州大学 m吧吗，郑州有那么多大学，像河南理工，河南工业，难道不更值得讨论吗，怎么大家只对郑州大学感兴趣啊,2023-02-06 21:03,郑州大学 郑州 大学 河南 理工 河南 工业 值得 讨论 郑州大学 感兴趣,0.9924,pos
出院！,2023-02-07 15:42,出院,0.6077,pos
这里不是弱智吧,2023-02-07 18:35,弱智,0.0094,neg
你说的很对，我待会去中国人民大学贴吧问问，到底是个什么情况,2023-02-07 20:58,我待会 中国人民大学 问问 情况,0.2195,neg
你说的对，但是河南理工在焦作,2023-02-07 21:35,河南 理工 焦作,0.2775,neg
加大剂量！,2023-02-08 00:03,加大 剂量,0.2112,neg
正确的,2023-02-10 17:11,正确,0.9338,pos
这个吧是讨论专科的，人家是本科,2023-02-12 22:08,讨论 专科 本科,0.7815,pos
耽误大家几分钟时间，请问有同学认识大一的于佳琪吗，这里只知道年级和姓名，不知道是哪个专业，如果有认识的同学请联系一下，vx:Love-Li-0806,2023-02-12 20:41,耽误 几分钟 时间 请问 同学 大一 佳琪 年级 姓名 专业 同学,0.1053,neg
拜托各位了，事情十万火急,2023-02-12 20:41,拜托 事情 十万火急,0.1953,neg
感谢各位同学了,2023-02-12 20:42,感谢 同学,0.9155,pos
请问下同学们。 现在以前毕业的可以进学校了嘛,2023-02-12 18:57,请问 同学 毕业 学校,0.6635,pos
不是回学校吗，你赶着干嘛去,2023-02-12 16:40,学校 赶着 干嘛,0.0387,neg
去上学又不是抢亲,2023-02-12 16:51,上学 抢亲,0.8025,pos
我想问一下 ，郑大保险专硕这个专业课看什么书比较好？谢谢,2020-04-14 20:51,郑大 专硕 专业课 谢谢,0.9617,pos
要不要考虑一下出国留学呢！,2020-04-15 09:57,考虑一下 出国 留学,0.7773,pos
楼主，郑大东门的备考自习室需要吗,2020-04-16 09:52,楼主 郑大 东门 备考 自习室,0.981,pos
天任寄宿考研，老师管理严格，学习氛围好的自习室。,2020-04-20 14:27,天任 寄宿 考研 老师 管理 学习 氛围 自习室,0.9678,pos
本人已躺平，有这些资料谁要，微insist100861,2023-02-12 17:42,躺平 资料,0.6981,pos
环保馆在哪，是不是那个水利与环境实验中心,2023-02-12 17:11,环保 水利 环境 实验 中心,0.5746,pos
生态与环境学院,2023-02-12 17:43,生态 环境 学院,0.4268,pos
就是过去俗称的水环，我现在就在,2023-02-12 17:43,俗称 水环,0.538,pos
今天看到一个毕业证，为啥是这个样子的？学校毕业证改版了么？？？？上面不应该有郑州大学4个字么？,2020-02-16 01:22,毕业证 为啥 样子 学校 毕业证 改版 郑州大学,0.0742,neg
